_id,band_gap,new_band_gap
6141fd14baaf234b35290554,1.0866,1.07
6141fd1531cf3ef3d4a9f1da,0.3017,0.32
6141fd1d9cbada84a8676bd7,1.8082,1.79
6141fd2f4e27a1844a5f04e8,1.1463,1.14
6141fd3bee0a3fd43fb47dfb,0.3571,0.35
6141fd6a31cf3ef3d4a9f1dc,0.4218,0.42
6141fd89ee0a3fd43fb47dff,0.3534,0.35
6141fd8b4e27a1844a5f04ec,1.1422,1.14
6141fdab4e27a1844a5f04ee,1.148,1.14
6141fdd29cbada84a8676bdb,1.8065,1.79
6141fded4e27a1844a5f04f2,1.1446,1.14
6141fe0dee0a3fd43fb47e03,0.3592,0.35
6141fe0f4e27a1844a5f04f4,1.1438,1.14
6141fe299cbada84a8676bdd,1.8081,1.79
6141fe4f4e27a1844a5f04f6,1.1462,1.14
6141fe5f31cf3ef3d4a9f1e8,0.361,0.35
6141fe64baaf234b35290562,1.0818,1.07
6141fe673ac25c70a5c6ca4d,0.4277,0.42
6141fe849cbada84a8676bdf,1.8096,1.79
6141fe86baaf234b35290564,1.0016,1
6141fe864e27a1844a5f04f8,1.1428,1.14
6141fea0ee0a3fd43fb47e09,0.3534,0.35
6141fea131cf3ef3d4a9f1ec,0.391,0.39
6141fea54e27a1844a5f04fa,1.1464,1.14
6141fea6baaf234b35290566,0.9416,0.94
6141fec54e27a1844a5f04fc,1.1469,1.14
6141fec7baaf234b35290568,1.1109,1.11
6141fed79cbada84a8676be3,1.8095,1.79
6141feeaee0a3fd43fb47e0d,0.3588,0.35
6141fef04e27a1844a5f04fe,1.1796,1.18
6141fef59cbada84a8676be5,1.806,1.79
6141fefd31cf3ef3d4a9f1f0,0.4112,0.42
6141ff0bee0a3fd43fb47e0f,0.3498,0.35
6141ff104e27a1844a5f0500,1.1452,1.14
6141ff1d31cf3ef3d4a9f1f2,0.3957,0.39
6141ff3f31cf3ef3d4a9f1f4,0.4111,0.42
6141ff4ebaaf234b3529056a,1.0875,1.07
6141ff504e27a1844a5f0504,1.152,1.14
6141ff6031cf3ef3d4a9f1f6,0.2774,0.28
6141ff643ac25c70a5c6ca53,0.4052,0.42
6141ff719cbada84a8676be7,1.8089,1.79
6141ffa44e27a1844a5f0508,1.1483,1.14
6141ffa59cbada84a8676be9,1.8097,1.79
6141ffc34e27a1844a5f050a,1.1384,1.14
6141ffc4baaf234b3529056e,0.9433,0.94
6141fff94e27a1844a5f050c,1.1446,1.14
614200009cbada84a8676bef,1.8095,1.79
61420003baaf234b35290570,1.0378,1.04
6142000bee0a3fd43fb47e17,0.3503,0.35
614200184e27a1844a5f050e,1.1427,1.14
6142006fbaaf234b35290574,1.1102,1.11
614200734e27a1844a5f0512,1.1377,1.14
614200a0ee0a3fd43fb47e1b,0.427,0.42
614200b531cf3ef3d4a9f204,0.4073,0.42
614200babaaf234b35290576,0.9582,0.97
614200eb3ac25c70a5c6ca59,0.4062,0.42
6142010dbaaf234b3529057a,1.1266,1.14
6142013731cf3ef3d4a9f20a,0.4085,0.42
614201384e27a1844a5f0516,1.1462,1.14
6142013d9cbada84a8676bf9,1.8065,1.79
61420140ee0a3fd43fb47e1d,0.3846,0.39
6142015831cf3ef3d4a9f20c,0.377,0.39
614201784e27a1844a5f051a,1.1469,1.14
6142018c9cbada84a8676bfb,1.8075,1.79
614201973ac25c70a5c6ca5d,0.4243,0.42
614201c0baaf234b35290580,1.1102,1.11
614201c54e27a1844a5f051c,1.1379,1.14
614201cf9cbada84a8676bfd,1.8098,1.79
614201d7ee0a3fd43fb47e1f,0.3481,0.35
614201e131cf3ef3d4a9f210,0.3939,0.39
614201e54e27a1844a5f051e,1.137,1.14
614201e53ac25c70a5c6ca5f,0.4268,0.42
614201ed9cbada84a8676bff,1.8086,1.79
614202289cbada84a8676c01,1.8097,1.79
614202353ac25c70a5c6ca61,0.3551,0.35
614202494e27a1844a5f0520,1.1419,1.14
6142024dee0a3fd43fb47e21,0.3601,0.35
6142025c9cbada84a8676c03,1.8074,1.79
61420264baaf234b35290584,0.957,0.97
6142026b4e27a1844a5f0522,1.1476,1.14
614202a44e27a1844a5f0524,1.15,1.14
614202c44e27a1844a5f0526,1.1445,1.14
614202ca31cf3ef3d4a9f218,0.2914,0.28
614202cc9cbada84a8676c07,1.809,1.79
614202ea9cbada84a8676c09,1.8078,1.79
614202eb31cf3ef3d4a9f21a,0.4157,0.42
614203024e27a1844a5f052a,1.1462,1.14
6142031a31cf3ef3d4a9f21c,0.4201,0.42
6142031bee0a3fd43fb47e23,0.2754,0.28
6142031d9cbada84a8676c0b,1.8084,1.79
61420329baaf234b35290586,1.0392,1.04
614203364e27a1844a5f052c,1.1469,1.14
6142034bbaaf234b35290588,1.0947,1.11
6142035f3ac25c70a5c6ca65,0.394,0.39
6142039c31cf3ef3d4a9f222,0.4,0.39
614203b29cbada84a8676c0f,1.8078,1.79
614203b43ac25c70a5c6ca67,0.4214,0.42
614203b6baaf234b3529058a,1.0821,1.07
614203baee0a3fd43fb47e25,0.4296,0.42
614203da9cbada84a8676c11,1.8078,1.79
614203f1ee0a3fd43fb47e27,0.3597,0.35
614204053ac25c70a5c6ca69,0.3028,0.32
61420420ee0a3fd43fb47e29,0.3766,0.39
6142042231cf3ef3d4a9f224,0.4176,0.42
614204349cbada84a8676c13,1.8095,1.79
614204414e27a1844a5f0532,1.1384,1.14
6142044331cf3ef3d4a9f226,0.4075,0.42
614204604e27a1844a5f0534,1.1397,1.14
614204803ac25c70a5c6ca6b,0.4146,0.42
6142048631cf3ef3d4a9f22a,0.4259,0.42
614204909cbada84a8676c17,1.8062,1.79
614204a531cf3ef3d4a9f22c,0.4204,0.42
614204c731cf3ef3d4a9f22e,0.3129,0.32
614204d8baaf234b35290590,1.1094,1.11
614204fcbaaf234b35290592,1.1095,1.11
614205219cbada84a8676c19,1.8081,1.79
6142052aee0a3fd43fb47e2b,0.4191,0.42
6142053cbaaf234b35290594,1.113,1.11
614205579cbada84a8676c1b,1.8081,1.79
614205604e27a1844a5f0540,1.1411,1.14
614205749cbada84a8676c1d,1.8098,1.79
61420586baaf234b35290596,1.0895,1.07
614205a93ac25c70a5c6ca6d,0.368,0.35
614205bf9cbada84a8676c1f,1.8092,1.79
614205c54e27a1844a5f0542,1.1365,1.14
614205c7baaf234b35290598,1.0887,1.07
614205e54e27a1844a5f0544,1.1421,1.14
6142062631cf3ef3d4a9f23c,0.235,0.25
6142062cee0a3fd43fb47e31,0.3699,0.39
61420633baaf234b3529059c,1.1098,1.11
6142065d31cf3ef3d4a9f23e,0.3566,0.35
6142068bbaaf234b3529059e,1.0864,1.07
614206924e27a1844a5f0548,1.1468,1.14
6142069c3ac25c70a5c6ca73,0.4079,0.42
614206adbaaf234b352905a0,1.106,1.11
614206b24e27a1844a5f054a,1.1492,1.14
614206c331cf3ef3d4a9f244,0.4274,0.42
614206f8baaf234b352905a2,1.1106,1.11
614207099cbada84a8676c29,1.8091,1.79
6142071d4e27a1844a5f0550,1.1793,1.18
6142073b31cf3ef3d4a9f248,0.3946,0.39
6142079cee0a3fd43fb47e39,0.3589,0.35
614207a231cf3ef3d4a9f24e,0.285,0.28
614207c93ac25c70a5c6ca79,0.4261,0.42
614207cc4e27a1844a5f0556,1.1394,1.14
614207d9ee0a3fd43fb47e3b,0.3536,0.35
614207e49cbada84a8676c31,1.8088,1.79
614207ea31cf3ef3d4a9f252,0.3565,0.35
6142080aee0a3fd43fb47e3d,0.3516,0.35
6142080e31cf3ef3d4a9f254,0.3589,0.35
614208469cbada84a8676c33,1.8076,1.79
6142084e31cf3ef3d4a9f256,0.2926,0.28
614208684e27a1844a5f055a,1.1442,1.14
614208884e27a1844a5f055c,1.1458,1.14
6142088e9cbada84a8676c35,1.808,1.79
6142089731cf3ef3d4a9f25a,0.3562,0.35
614208cb4e27a1844a5f0560,1.1412,1.14
614208fd3ac25c70a5c6ca7f,0.4102,0.42
6142090aee0a3fd43fb47e43,0.4322,0.42
6142092a4e27a1844a5f0562,1.1808,1.18
6142093cbaaf234b352905ae,0.9542,0.97
6142094a4e27a1844a5f0564,1.1449,1.14
6142094d3ac25c70a5c6ca81,0.3923,0.39
6142096b4e27a1844a5f0566,1.1433,1.14
614209924e27a1844a5f0568,1.1509,1.14
614209959cbada84a8676c3b,1.8095,1.79
614209acee0a3fd43fb47e47,0.3784,0.39
614209f84e27a1844a5f056e,1.1451,1.14
61420a5cbaaf234b352905b0,1.038,1.04
61420a754e27a1844a5f0572,1.1464,1.14
61420aa6ee0a3fd43fb47e4d,0.4109,0.42
61420ab64e27a1844a5f0576,1.1422,1.14
61420ac39cbada84a8676c45,1.8059,1.79
61420acf31cf3ef3d4a9f274,0.349,0.35
61420ae39cbada84a8676c47,1.8088,1.79
61420af331cf3ef3d4a9f276,0.4241,0.42
61420b134e27a1844a5f057a,1.1482,1.14
61420b384e27a1844a5f057c,1.185,1.18
61420b594e27a1844a5f057e,1.1438,1.14
61420b5a31cf3ef3d4a9f27c,0.4211,0.42
61420b7931cf3ef3d4a9f27e,0.4139,0.42
61420b8a9cbada84a8676c4d,1.8069,1.79
61420b914e27a1844a5f0580,1.1464,1.14
61420ba0ee0a3fd43fb47e51,0.4283,0.42
61420bd44e27a1844a5f0584,1.1495,1.14
61420bd99cbada84a8676c4f,1.81,1.79
61420bdbee0a3fd43fb47e53,0.2789,0.28
61420bdd3ac25c70a5c6ca89,0.417,0.42
61420bf9ee0a3fd43fb47e55,0.3598,0.35
61420c2731cf3ef3d4a9f286,0.3377,0.35
61420c45baaf234b352905b6,1.1066,1.11
61420c4a4e27a1844a5f0586,1.145,1.14
61420c4b31cf3ef3d4a9f288,0.3991,0.39
61420c50ee0a3fd43fb47e57,0.3581,0.35
61420c67baaf234b352905b8,1.1075,1.11
61420c779cbada84a8676c53,1.8072,1.79
61420c913ac25c70a5c6ca8d,0.4301,0.42
61420ca14e27a1844a5f0588,1.1785,1.18
61420cbabaaf234b352905ba,1.1035,1.11
61420cbeee0a3fd43fb47e59,0.3817,0.39
61420cc031cf3ef3d4a9f28e,0.392,0.39
61420d3a4e27a1844a5f058c,1.1451,1.14
61420d8e31cf3ef3d4a9f292,0.3562,0.35
61420da69cbada84a8676c57,1.8092,1.79
61420dc34e27a1844a5f0592,1.1455,1.14
61420de54e27a1844a5f0594,1.1445,1.14
61420e0331cf3ef3d4a9f296,0.3177,0.32
61420e064e27a1844a5f0596,1.1494,1.14
61420e1cbaaf234b352905c2,1.0205,1
61420e2831cf3ef3d4a9f298,0.418,0.42
61420e2b9cbada84a8676c5b,1.8104,1.79
61420e4d31cf3ef3d4a9f29a,0.2899,0.28
61420e5f9cbada84a8676c5d,1.8058,1.79
61420e7231cf3ef3d4a9f29c,0.4197,0.42
61420e754e27a1844a5f059a,1.1469,1.14
61420e86baaf234b352905c4,1.1058,1.11
61420e993ac25c70a5c6ca95,0.4134,0.42
61420eb7baaf234b352905c6,0.945,0.94
61420ebbee0a3fd43fb47e61,0.3185,0.32
61420ebb31cf3ef3d4a9f2a0,0.2915,0.28
61420ecd9cbada84a8676c61,1.8096,1.79
61420edabaaf234b352905c8,0.6681,0.66
61420eee3ac25c70a5c6ca97,0.354,0.35
61420f4f4e27a1844a5f05a0,1.1463,1.14
61420f5d3ac25c70a5c6ca99,0.4198,0.42
61420f6231cf3ef3d4a9f2a4,0.4178,0.42
61420f8731cf3ef3d4a9f2a6,0.4014,0.39
61420f9b9cbada84a8676c65,1.8093,1.79
61420fbb4e27a1844a5f05a2,1.1399,1.14
61420fc3ee0a3fd43fb47e67,0.3515,0.35
61420fd231cf3ef3d4a9f2aa,0.4316,0.42
61420fe8baaf234b352905cc,1.0884,1.07
61420fec4e27a1844a5f05a4,1.1453,1.14
6142100b3ac25c70a5c6ca9d,0.3659,0.35
6142101a31cf3ef3d4a9f2ac,0.3493,0.35
6142104131cf3ef3d4a9f2ae,0.4029,0.39
614210529cbada84a8676c69,1.8096,1.79
614210663ac25c70a5c6ca9f,0.3529,0.35
6142106dbaaf234b352905ce,1.1111,1.11
6142107931cf3ef3d4a9f2b0,0.2893,0.28
6142107d4e27a1844a5f05ac,1.1452,1.14
6142109e31cf3ef3d4a9f2b2,0.3884,0.39
614210c84e27a1844a5f05ae,1.1468,1.14
614210e6ee0a3fd43fb47e6b,0.3843,0.39
614210fe31cf3ef3d4a9f2b4,0.3924,0.39
614211114e27a1844a5f05b2,1.1438,1.14
6142112eee0a3fd43fb47e6d,0.3589,0.35
614211354e27a1844a5f05b4,1.145,1.14
614211413ac25c70a5c6caa1,0.3549,0.35
61421196baaf234b352905d0,0.6496,0.66
6142119a9cbada84a8676c6d,1.8088,1.79
6142119a3ac25c70a5c6caa3,0.392,0.39
614211e4ee0a3fd43fb47e71,0.3712,0.39
614211ed4e27a1844a5f05be,1.144,1.14
614212124e27a1844a5f05c0,1.1359,1.14
6142121d9cbada84a8676c6f,1.8098,1.79
61421227ee0a3fd43fb47e73,0.4303,0.42
6142128e3ac25c70a5c6caa5,0.2902,0.28
6142129531cf3ef3d4a9f2c0,0.4199,0.42
614212a6baaf234b352905d4,1.0436,1.04
614212ce4e27a1844a5f05c4,1.1449,1.14
614212e731cf3ef3d4a9f2c2,0.2873,0.28
6142131abaaf234b352905d6,1.0956,1.11
6142132a4e27a1844a5f05c6,1.1386,1.14
6142135b31cf3ef3d4a9f2c4,0.3002,0.32
6142136dbaaf234b352905d8,1.1015,1.11
6142138131cf3ef3d4a9f2c6,0.3591,0.35
614213fe4e27a1844a5f05ca,1.1454,1.14
614213ffee0a3fd43fb47e79,0.3601,0.35
6142140c31cf3ef3d4a9f2ca,0.4069,0.42
6142145831cf3ef3d4a9f2ce,0.3929,0.39
614214593ac25c70a5c6caad,0.4173,0.42
614214734e27a1844a5f05ce,1.1412,1.14
614214a0baaf234b352905dc,1.1097,1.11
614214ac9cbada84a8676c73,1.8077,1.79
614214b2ee0a3fd43fb47e7d,0.3827,0.39
614214f031cf3ef3d4a9f2d2,0.3904,0.39
614215289cbada84a8676c75,1.8098,1.79
6142152931cf3ef3d4a9f2d4,0.407,0.42
61421536baaf234b352905de,1.1107,1.11
6142156f4e27a1844a5f05d8,1.1472,1.14
614215a49cbada84a8676c77,1.8077,1.79
614215c0baaf234b352905e2,1.1063,1.11
614215c24e27a1844a5f05dc,1.1457,1.14
614215e64e27a1844a5f05de,1.1445,1.14
61421602baaf234b352905e4,1.0961,1.11
6142163631cf3ef3d4a9f2dc,0.3563,0.35
61421652baaf234b352905e8,1.1108,1.11
614216593ac25c70a5c6cab1,0.4232,0.42
6142165eee0a3fd43fb47e81,0.3585,0.35
6142172e4e27a1844a5f05ec,1.1452,1.14
61421731baaf234b352905ec,1.1105,1.11
6142177a4e27a1844a5f05ee,1.1423,1.14
614217a04e27a1844a5f05f0,1.1445,1.14
614217a731cf3ef3d4a9f2e6,0.3872,0.39
614217adee0a3fd43fb47e85,0.4181,0.42
614217b1baaf234b352905ee,1.1079,1.11
614217ce31cf3ef3d4a9f2e8,0.3917,0.39
614217f431cf3ef3d4a9f2ea,0.4127,0.42
614217f84e27a1844a5f05f2,1.1467,1.14
6142181c4e27a1844a5f05f4,1.1427,1.14
6142189631cf3ef3d4a9f2ec,0.3914,0.39
614218a59cbada84a8676c7f,1.8094,1.79
614218b9ee0a3fd43fb47e8b,0.3576,0.35
614218bd31cf3ef3d4a9f2ee,0.3527,0.35
614218c79cbada84a8676c81,1.8099,1.79
614218c94e27a1844a5f05f6,1.1473,1.14
6142191a31cf3ef3d4a9f2f0,0.4159,0.42
6142194331cf3ef3d4a9f2f2,0.3551,0.35
6142195dbaaf234b352905f4,1.0848,1.07
614219b031cf3ef3d4a9f2f4,0.4199,0.42
614219b6baaf234b352905f6,1.1085,1.11
61421a053ac25c70a5c6cabb,0.4201,0.42
61421a0eee0a3fd43fb47e93,0.3499,0.35
61421a0e31cf3ef3d4a9f2f6,0.2848,0.28
61421a17baaf234b352905f8,1.0897,1.11
61421a314e27a1844a5f0600,1.1459,1.14
61421a5e3ac25c70a5c6cabd,0.3383,0.35
61421a8c4e27a1844a5f0602,1.1446,1.14
61421a90ee0a3fd43fb47e95,0.3504,0.35
61421aa09cbada84a8676c8b,1.8094,1.79
61421ab73ac25c70a5c6cabf,0.3497,0.35
61421adbee0a3fd43fb47e97,0.4172,0.42
61421b0f3ac25c70a5c6cac1,0.3548,0.35
61421b129cbada84a8676c8d,1.8092,1.79
61421b164e27a1844a5f0606,1.143,1.14
61421b3b4e27a1844a5f0608,1.1442,1.14
61421b4aee0a3fd43fb47e99,0.4307,0.42
61421b604e27a1844a5f060a,1.1467,1.14
61421b6aee0a3fd43fb47e9b,0.3589,0.35
61421b813ac25c70a5c6cac3,0.3543,0.35
61421b8231cf3ef3d4a9f306,0.2978,0.28
61421bebbaaf234b352905fe,1.0837,1.07
61421c2631cf3ef3d4a9f308,0.4003,0.39
61421c7a3ac25c70a5c6cac7,0.2861,0.28
61421c9c31cf3ef3d4a9f30e,0.4232,0.42
61421cb6baaf234b35290604,1.0866,1.07
61421cd93ac25c70a5c6cac9,0.3833,0.39
61421cdb9cbada84a8676c93,1.8085,1.79
61421d31ee0a3fd43fb47ea3,0.3592,0.35
61421d3131cf3ef3d4a9f314,0.3569,0.35
61421d3abaaf234b35290608,1.0832,1.07
61421d7eee0a3fd43fb47ea5,0.3598,0.35
61421d7f31cf3ef3d4a9f316,0.3889,0.39
61421d989cbada84a8676c95,1.8062,1.79
61421dc74e27a1844a5f0616,1.1468,1.14
61421dc931cf3ef3d4a9f318,0.3966,0.39
61421ddfee0a3fd43fb47ea9,0.3589,0.35
61421dfe31cf3ef3d4a9f31a,0.3498,0.35
61421e01ee0a3fd43fb47eab,0.423,0.42
61421e3b4e27a1844a5f061a,1.1487,1.14
61421e50ee0a3fd43fb47eaf,0.3511,0.35
61421e5f4e27a1844a5f061c,1.1455,1.14
61421e6031cf3ef3d4a9f31e,0.3562,0.35
61421e623ac25c70a5c6cacd,0.4251,0.42
61421eb531cf3ef3d4a9f322,0.3988,0.39
61421ebc3ac25c70a5c6cacf,0.3498,0.35
61421f03ee0a3fd43fb47eb1,0.36,0.35
61421f0431cf3ef3d4a9f324,0.4199,0.42
61421f414e27a1844a5f061e,1.1471,1.14
61421f6531cf3ef3d4a9f328,0.4028,0.39
61421f8d4e27a1844a5f0622,1.1476,1.14
61421f9031cf3ef3d4a9f32a,0.3582,0.35
61421fb831cf3ef3d4a9f32c,0.4184,0.42
61421fd4ee0a3fd43fb47eb3,0.4108,0.42
6142203c31cf3ef3d4a9f330,0.3495,0.35
6142204c4e27a1844a5f0628,1.1473,1.14
6142206d3ac25c70a5c6cad7,0.3577,0.35
6142209531cf3ef3d4a9f332,0.3486,0.35
614220b04e27a1844a5f062c,1.1452,1.14
614220d74e27a1844a5f062e,1.1464,1.14
614220f331cf3ef3d4a9f336,0.4241,0.42
614220f5ee0a3fd43fb47eb7,0.4277,0.42
61422120baaf234b35290614,1.1063,1.11
614221273ac25c70a5c6cadb,0.4203,0.42
614221754e27a1844a5f0636,1.1455,1.14
614221833ac25c70a5c6cadd,0.4058,0.42
6142218e9cbada84a8676c9d,1.8071,1.79
614221b131cf3ef3d4a9f33e,0.3578,0.35
614221c54e27a1844a5f0638,1.1456,1.14
614221d4baaf234b35290618,1.0834,1.07
614221da31cf3ef3d4a9f340,0.4138,0.42
614221ec4e27a1844a5f063a,1.146,1.14
614222159cbada84a8676c9f,1.808,1.79
6142222b4e27a1844a5f063c,1.1399,1.14
61422239baaf234b3529061a,1.0891,1.07
6142223d3ac25c70a5c6cae1,0.3385,0.35
6142225fbaaf234b3529061c,1.1114,1.11
614222619cbada84a8676ca1,1.8086,1.79
614222babaaf234b35290620,1.0022,1
614222d04e27a1844a5f0642,1.1416,1.14
6142230f9cbada84a8676ca3,1.8087,1.79
6142232631cf3ef3d4a9f348,0.3901,0.39
6142236f31cf3ef3d4a9f34a,0.4202,0.42
614223824e27a1844a5f0646,1.1451,1.14
6142241dbaaf234b35290626,1.0835,1.07
6142241eee0a3fd43fb47ec3,0.3533,0.35
614224403ac25c70a5c6cae9,0.3056,0.32
6142246531cf3ef3d4a9f352,0.4007,0.39
614224684e27a1844a5f064e,1.1438,1.14
614224a84e27a1844a5f0650,1.1393,1.14
614224aebaaf234b3529062a,1.1062,1.11
614224d14e27a1844a5f0652,1.1494,1.14
614224e2baaf234b3529062c,1.1038,1.11
614224ee3ac25c70a5c6caeb,0.3008,0.32
6142253f31cf3ef3d4a9f358,0.4058,0.42
6142255f4e27a1844a5f0656,1.1488,1.14
61422577baaf234b35290632,1.0919,1.11
614225cc4e27a1844a5f0658,1.18,1.18
614225ce31cf3ef3d4a9f35e,0.268,0.28
614225f54e27a1844a5f065a,1.1428,1.14
614226133ac25c70a5c6caf1,0.4118,0.42
6142261e4e27a1844a5f065c,1.1392,1.14
6142261f31cf3ef3d4a9f360,0.3746,0.39
6142266931cf3ef3d4a9f362,0.4,0.39
614226d031cf3ef3d4a9f366,0.3563,0.35
614226ea3ac25c70a5c6caf5,0.363,0.35
6142271331cf3ef3d4a9f368,0.3554,0.35
61422750baaf234b3529063c,1.0387,1.04
614227584e27a1844a5f0662,1.1487,1.14
6142279e9cbada84a8676cb1,1.8067,1.79
614227b831cf3ef3d4a9f36c,0.3962,0.39
614227cc3ac25c70a5c6caf7,0.2993,0.28
614228044e27a1844a5f0668,1.1398,1.14
6142280dee0a3fd43fb47ecb,0.3578,0.35
6142282fee0a3fd43fb47ecd,0.3857,0.39
614228374e27a1844a5f066a,1.1467,1.14
6142284131cf3ef3d4a9f36e,0.3553,0.35
614228df31cf3ef3d4a9f372,0.4071,0.42
614228e5ee0a3fd43fb47ed1,0.3535,0.35
61422907ee0a3fd43fb47ed3,0.4324,0.42
6142292f3ac25c70a5c6cafb,0.4098,0.42
614229469cbada84a8676cb3,1.81,1.79
6142295d31cf3ef3d4a9f376,0.4157,0.42
6142298831cf3ef3d4a9f378,0.4125,0.42
61422988baaf234b35290640,1.1043,1.11
614229933ac25c70a5c6cafd,0.4175,0.42
614229b231cf3ef3d4a9f37a,0.354,0.35
61422a14baaf234b35290644,1.112,1.11
61422a264e27a1844a5f0672,1.1426,1.14
61422a3cbaaf234b35290646,1.1065,1.11
61422a4f4e27a1844a5f0674,1.1452,1.14
61422a593ac25c70a5c6cb01,0.3876,0.39
61422a5d31cf3ef3d4a9f380,0.4019,0.39
61422abcee0a3fd43fb47ed5,0.3597,0.35
61422af631cf3ef3d4a9f384,0.4094,0.42
61422b2c31cf3ef3d4a9f386,0.3559,0.35
61422b5d31cf3ef3d4a9f388,0.3986,0.39
61422b66baaf234b35290648,0.9415,0.94
61422b739cbada84a8676cb9,1.8088,1.79
61422b9ebaaf234b3529064a,1.0879,1.07
61422ba34e27a1844a5f067e,1.1458,1.14
61422bcf3ac25c70a5c6cb07,0.4152,0.42
61422bd6ee0a3fd43fb47ed9,0.3587,0.35
61422bf69cbada84a8676cbb,1.8095,1.79
61422bfc4e27a1844a5f0682,1.147,1.14
61422c254e27a1844a5f0684,1.1384,1.14
61422c814e27a1844a5f0688,1.1463,1.14
61422cc0ee0a3fd43fb47edb,0.3568,0.35
61422cce3ac25c70a5c6cb09,0.4251,0.42
61422ce3ee0a3fd43fb47edd,0.2752,0.28
61422d2fee0a3fd43fb47edf,0.2535,0.25
61422d434e27a1844a5f0690,1.178,1.18
61422d5d31cf3ef3d4a9f392,0.3574,0.35
61422d869cbada84a8676cbd,1.8086,1.79
61422db39cbada84a8676cbf,1.8076,1.79
61422dfa3ac25c70a5c6cb0f,0.4042,0.42
61422ec33ac25c70a5c6cb13,0.4039,0.42
61422ed131cf3ef3d4a9f39a,0.4134,0.42
61422efc31cf3ef3d4a9f39c,0.383,0.39
61422f38baaf234b35290654,1.1088,1.11
61422f6131cf3ef3d4a9f39e,0.3528,0.35
61422fc2baaf234b35290658,1.0967,1.11
614230134e27a1844a5f06a2,1.1443,1.14
6142302f31cf3ef3d4a9f3a2,0.3571,0.35
614230309cbada84a8676cc7,1.8085,1.79
614230454e27a1844a5f06a4,1.1441,1.14
6142304f3ac25c70a5c6cb15,0.2964,0.28
6142305fbaaf234b3529065a,1.1104,1.11
614230b63ac25c70a5c6cb17,0.3791,0.39
614230c64e27a1844a5f06a6,1.1449,1.14
614231474e27a1844a5f06a8,1.1506,1.14
6142315b31cf3ef3d4a9f3ae,0.3083,0.32
614231b33ac25c70a5c6cb1b,0.4186,0.42
614231de4e27a1844a5f06aa,1.1801,1.18
6142322ebaaf234b3529065e,1.0912,1.11
614232473ac25c70a5c6cb1d,0.3929,0.39
614232864e27a1844a5f06ae,1.1819,1.18
6142329aee0a3fd43fb47ee9,0.3481,0.35
614232ae31cf3ef3d4a9f3b6,0.3993,0.39
614232eebaaf234b35290660,1.1066,1.11
6142332b31cf3ef3d4a9f3ba,0.4309,0.42
614233494e27a1844a5f06b2,1.1432,1.14
6142336f31cf3ef3d4a9f3bc,0.4256,0.42
6142339b4e27a1844a5f06b4,1.1474,1.14
6142339c31cf3ef3d4a9f3be,0.2802,0.28
614233e1baaf234b35290664,1.1229,1.11
6142343ebaaf234b35290668,1.095,1.11
6142344531cf3ef3d4a9f3c2,0.4017,0.39
614234c931cf3ef3d4a9f3c6,0.408,0.42
614234ec4e27a1844a5f06be,1.1465,1.14
61423512baaf234b3529066a,1.1165,1.11
614235314e27a1844a5f06c0,1.1812,1.18
614235359cbada84a8676ccf,1.8082,1.79
6142356031cf3ef3d4a9f3ca,0.4243,0.42
614235b531cf3ef3d4a9f3cc,0.3508,0.35
614235cb9cbada84a8676cd1,1.8082,1.79
614235e04e27a1844a5f06c2,1.1441,1.14
614235f59cbada84a8676cd3,1.8087,1.79
61423616baaf234b35290670,1.0831,1.07
6142361e31cf3ef3d4a9f3d0,0.3527,0.35
6142367231cf3ef3d4a9f3d2,0.3619,0.35
614236834e27a1844a5f06c6,1.1471,1.14
614236d14e27a1844a5f06c8,1.1454,1.14
614236feee0a3fd43fb47ef9,0.4319,0.42
614237029cbada84a8676cd5,1.8097,1.79
61423739baaf234b35290674,0.6529,0.66
6142374331cf3ef3d4a9f3d6,0.4232,0.42
6142374f4e27a1844a5f06ca,1.1459,1.14
614237a631cf3ef3d4a9f3d8,0.3596,0.35
614237d331cf3ef3d4a9f3da,0.3524,0.35
6142380e4e27a1844a5f06ce,1.1449,1.14
6142381e31cf3ef3d4a9f3dc,0.2731,0.28
614238213ac25c70a5c6cb31,0.3364,0.35
6142384b31cf3ef3d4a9f3de,0.3012,0.32
614238c84e27a1844a5f06d2,1.1817,1.18
614238f34e27a1844a5f06d4,1.1482,1.14
6142391e4e27a1844a5f06d6,1.1419,1.14
614239399cbada84a8676cd9,1.808,1.79
614239683ac25c70a5c6cb37,0.3574,0.35
6142399f4e27a1844a5f06d8,1.1466,1.14
614239ca4e27a1844a5f06da,1.1355,1.14
614239ed31cf3ef3d4a9f3ec,0.3581,0.35
61423a1e4e27a1844a5f06dc,1.1477,1.14
61423a3f3ac25c70a5c6cb39,0.3591,0.35
61423a9c31cf3ef3d4a9f3f0,0.1954,0.18
61423aa6ee0a3fd43fb47eff,0.3908,0.39
61423aae3ac25c70a5c6cb3b,0.3542,0.35
61423ad931cf3ef3d4a9f3f2,0.2996,0.28
61423b0fbaaf234b35290678,0.9581,0.97
61423b8c3ac25c70a5c6cb3f,0.4284,0.42
61423ba831cf3ef3d4a9f3f4,0.3993,0.39
61423bb04e27a1844a5f06e8,1.1453,1.14
61423bb6baaf234b3529067a,1.1082,1.11
61423bb9ee0a3fd43fb47f03,0.3333,0.32
61423bd531cf3ef3d4a9f3f6,0.4197,0.42
61423c284e27a1844a5f06ec,1.1447,1.14
